time,open,high,low,close,Plot,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Shapes,Shapes,Plot,Plot,Plot,Plot,Shapes,Shapes,Plot,Plot
1178744400,1.2186,1.2223,1.2159,1.2199,9.373267780618572e+307,7.49985272499714e+307,NaN,NaN,NaN,NaN,9.373267780618572e+307,7.49985272499714e+307,NaN,NaN,NaN,NaN,9.373267780618572e+307,7.49985272499714e+307,NaN,NaN,NaN,NaN
1178830800,1.2199,1.2213,1.2167,1.2183,-7.622026849428545e+307,-1.1394178846961104e+308,NaN,NaN,NaN,NaN,-7.622026849428545e+307,-1.1394178846961104e+308,NaN,NaN,NaN,NaN,-7.622026849428545e+307,-1.1394178846961104e+308,NaN,NaN,NaN,NaN
1179090000,1.2183,1.2207,1.2167999999999999,1.219,1.1579792335023675e+308,1.3571527704433507e+308,NaN,1.1579792335023675e+308,NaN,NaN,1.1579792335023675e+308,1.3571527704433507e+308,NaN,1.1579792335023675e+308,NaN,NaN,1.1579792335023675e+308,1.3571527704433507e+308,NaN,1.1579792335023675e+308,NaN,NaN
1179176400,1.219,1.2203,1.2126,1.2153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1179262800,1.2153,1.2247,1.2139,1.2235,-7.143882436220208e+307,-9.785750296048968e+307,NaN,NaN,NaN,NaN,-7.143882436220208e+307,-9.785750296048968e+307,NaN,NaN,NaN,NaN,-7.143882436220208e+307,-9.785750296048968e+307,NaN,NaN,NaN,NaN
1179349200,1.2235,1.2282,1.2196,1.227,5.809165491955895e+307,7.957443790575917e+307,NaN,5.809165491955895e+307,NaN,NaN,5.809165491955895e+307,7.957443790575917e+307,NaN,5.809165491955895e+307,NaN,NaN,5.809165491955895e+307,7.957443790575917e+307,NaN,5.809165491955895e+307,NaN,NaN
1179435600,1.227,1.2281,1.2244,1.227,-8.825596047549786e+307,-1.2089375756974839e+308,-8.825596047549786e+307,NaN,NaN,NaN,-8.825596047549786e+307,-1.2089375756974839e+308,-8.825596047549786e+307,NaN,NaN,NaN,-8.825596047549786e+307,-1.2089375756974839e+308,-8.825596047549786e+307,NaN,NaN,NaN
1179694800,1.227,1.2332,1.2263,1.2305,1.0512106477897349e+308,NaN,NaN,1.0512106477897349e+308,NaN,NaN,1.0512106477897349e+308,NaN,NaN,1.0512106477897349e+308,NaN,NaN,1.0512106477897349e+308,NaN,NaN,1.0512106477897349e+308,NaN,NaN
1179781200,1.2305,1.2328999999999999,1.2282,1.2298,-1.3615453382825962e+308,7.458258027123968e+307,NaN,NaN,NaN,NaN,-1.3615453382825962e+308,7.458258027123968e+307,NaN,NaN,NaN,NaN,-1.3615453382825962e+308,7.458258027123968e+307,NaN,NaN,NaN,NaN
1179867600,1.2298,1.2312,1.224,1.2275,NaN,-6.064805173948986e+307,NaN,NaN,NaN,NaN,NaN,-6.064805173948986e+307,NaN,NaN,NaN,NaN,NaN,-6.064805173948986e+307,NaN,NaN,NaN,NaN
